IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
43.154.209.116,4,4,0.00,50.84,0.00
43.154.74.39,4,4,0.00,62.48,0.00
43.132.205.28,4,4,0.00,67.98,0.00
124.156.238.155,4,4,0.00,79.42,0.00
43.156.181.203,4,4,0.00,191.86,0.00
43.159.59.190,4,4,0.00,197.06,0.00
43.156.116.194,4,4,0.00,204.88,0.00
43.157.17.4,4,4,0.00,216.60,0.00
43.130.39.36,4,4,0.00,222.91,0.00
43.153.57.148,4,4,0.00,229.79,0.00
