IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
193.123.226.73,4,4,0.00,41.73,0.00
132.226.237.72,4,4,0.00,41.77,0.00
146.56.161.190,4,4,0.00,43.64,0.00
152.70.236.219,4,4,0.00,43.76,0.00
146.56.46.211,4,4,0.00,44.57,0.00
193.122.102.159,4,4,0.00,47.52,0.00
132.226.225.245,4,4,0.00,54.20,0.00
193.122.125.174,4,4,0.00,55.78,0.00
140.238.28.164,4,4,0.00,56.57,0.00
158.101.150.108,4,4,0.00,66.51,0.00
