IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
123.203.124.54,4,4,0.00,89.86,0.00
103.160.204.215,4,4,0.00,202.42,0.00
103.160.204.98,4,4,0.00,206.38,0.00
103.160.204.237,4,4,0.00,206.49,0.00
103.160.204.213,4,4,0.00,211.88,0.00
103.160.204.124,4,4,0.00,211.98,0.00
103.160.204.195,4,4,0.00,212.04,0.00
103.160.204.217,4,4,0.00,212.21,0.00
103.160.204.17,4,4,0.00,212.47,0.00
103.160.204.71,4,4,0.00,212.73,0.00
