IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
123.58.212.234,4,4,0.00,45.15,0.00
202.81.231.150,4,4,0.00,56.69,0.00
185.224.171.149,4,4,0.00,59.19,0.00
185.224.171.150,4,4,0.00,59.20,0.00
185.224.171.146,4,4,0.00,59.21,0.00
185.224.171.148,4,4,0.00,59.22,0.00
185.224.171.147,4,4,0.00,59.28,0.00
103.160.204.220,4,4,0.00,190.67,0.00
103.160.204.250,4,4,0.00,197.06,0.00
103.160.204.137,4,4,0.00,197.38,0.00
