IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
8.212.26.72,4,4,0.00,62.42,0.00
8.212.26.41,4,4,0.00,69.65,0.00
47.74.43.95,4,4,0.00,81.22,0.00
47.245.5.234,4,4,0.00,81.90,0.00
8.212.27.208,4,4,0.00,82.44,0.00
47.91.19.210,4,4,0.00,85.12,0.00
8.222.202.163,4,4,0.00,91.74,0.00
8.222.193.208,4,4,0.00,95.02,0.00
8.219.114.201,4,4,0.00,96.84,0.00
8.222.140.87,4,4,0.00,97.50,0.00
