IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
152.70.92.11,4,4,0.00,40.33,0.00
152.70.93.121,4,4,0.00,40.34,0.00
146.56.39.235,4,4,0.00,40.68,0.00
146.56.46.211,4,4,0.00,41.87,0.00
130.162.141.8,4,4,0.00,42.09,0.00
130.162.142.142,4,4,0.00,42.23,0.00
132.226.237.72,4,4,0.00,42.26,0.00
152.70.236.219,4,4,0.00,42.27,0.00
193.122.118.249,4,4,0.00,44.88,0.00
146.56.157.137,4,4,0.00,45.91,0.00
