IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
43.132.205.245,4,4,0.00,48.41,0.00
8.219.91.92,4,4,0.00,89.34,0.00
8.222.140.87,4,4,0.00,94.03,0.00
118.107.11.125,4,4,0.00,107.22,0.00
8.209.111.39,4,4,0.00,221.99,0.00
8.208.84.216,4,4,0.00,234.76,0.00
8.209.109.179,4,4,0.00,238.54,0.00
8.211.2.66,4,4,0.00,241.68,0.00
8.209.117.188,4,4,0.00,242.22,0.00
8.208.86.31,4,4,0.00,243.04,0.00
