IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
47.243.179.249,4,4,0.00,67.84,0.00
47.245.11.230,4,4,0.00,69.13,0.00
47.245.53.177,4,4,0.00,73.53,0.00
47.245.10.142,4,4,0.00,74.08,0.00
47.245.9.18,4,4,0.00,78.20,0.00
47.245.12.117,4,4,0.00,78.43,0.00
47.74.57.1,4,4,0.00,80.19,0.00
47.74.43.95,4,4,0.00,83.73,0.00
47.74.14.156,4,4,0.00,84.63,0.00
47.245.15.101,4,4,0.00,84.80,0.00
