IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
103.160.204.169,4,4,0.00,196.19,0.00
103.160.204.190,4,4,0.00,199.74,0.00
103.160.204.218,4,4,0.00,203.98,0.00
103.160.204.108,4,4,0.00,211.23,0.00
103.160.204.132,4,4,0.00,213.61,0.00
103.160.204.156,4,4,0.00,213.71,0.00
103.160.204.187,4,4,0.00,215.12,0.00
103.160.204.188,4,4,0.00,215.55,0.00
103.160.204.12,4,4,0.00,217.56,0.00
103.160.204.212,4,4,0.00,218.43,0.00
