IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
8.218.240.68,4,4,0.00,57.32,0.00
47.90.102.69,4,4,0.00,68.58,0.00
47.243.163.102,4,4,0.00,109.13,0.00
47.243.179.249,4,4,0.00,111.73,0.00
47.89.194.174,4,4,0.00,162.90,0.00
47.88.59.109,4,4,0.00,170.07,0.00
47.88.88.239,4,4,0.00,170.20,0.00
47.88.29.3,4,4,0.00,170.22,0.00
47.88.20.212,4,4,0.00,170.71,0.00
47.88.76.182,4,4,0.00,171.67,0.00
