IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
8.210.55.134,4,4,0.00,55.40,0.00
47.245.2.84,4,4,0.00,71.75,0.00
47.74.50.122,4,4,0.00,73.20,0.00
47.245.53.177,4,4,0.00,76.89,0.00
47.74.61.146,4,4,0.00,77.06,0.00
8.219.197.111,4,4,0.00,83.56,0.00
8.219.140.229,4,4,0.00,83.93,0.00
8.219.196.24,4,4,0.00,85.93,0.00
47.74.43.95,4,4,0.00,86.05,0.00
47.245.5.234,4,4,0.00,86.47,0.00
