IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
8.210.55.134,4,4,0.00,55.72,0.00
47.243.179.249,4,4,0.00,60.65,0.00
47.74.14.156,4,4,0.00,64.46,0.00
8.219.213.112,4,4,0.00,78.35,0.00
47.91.28.22,4,4,0.00,81.25,0.00
8.219.177.207,4,4,0.00,81.42,0.00
8.219.197.111,4,4,0.00,81.53,0.00
8.219.193.97,4,4,0.00,81.79,0.00
8.219.158.195,4,4,0.00,81.84,0.00
8.219.152.124,4,4,0.00,81.87,0.00
