IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
47.243.243.134,4,4,0.00,67.49,0.00
47.74.57.1,4,4,0.00,71.91,0.00
8.219.201.245,4,4,0.00,92.71,0.00
8.217.35.66,4,4,0.00,93.02,0.00
8.219.177.207,4,4,0.00,93.27,0.00
47.91.28.22,4,4,0.00,93.73,0.00
8.219.85.241,4,4,0.00,94.66,0.00
8.222.141.186,4,4,0.00,95.48,0.00
8.219.140.229,4,4,0.00,96.15,0.00
8.219.197.111,4,4,0.00,96.41,0.00
