IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
103.160.204.158,4,4,0.00,198.85,0.00
103.160.204.41,4,4,0.00,201.27,0.00
103.160.204.216,4,4,0.00,209.60,0.00
103.160.204.177,4,4,0.00,210.69,0.00
103.160.204.169,4,4,0.00,215.38,0.00
103.160.204.141,4,4,0.00,216.49,0.00
103.160.204.251,4,4,0.00,216.52,0.00
103.160.204.68,4,4,0.00,216.55,0.00
103.160.204.114,4,4,0.00,217.83,0.00
103.160.204.92,4,4,0.00,218.29,0.00
