IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
103.103.245.45,4,4,0.00,59.31,0.00
103.160.204.86,4,4,0.00,199.59,0.00
103.160.204.38,4,4,0.00,209.61,0.00
103.160.204.156,4,4,0.00,210.44,0.00
103.160.204.240,4,4,0.00,210.56,0.00
103.160.204.162,4,4,0.00,211.68,0.00
103.160.204.136,4,4,0.00,213.01,0.00
103.160.204.158,4,4,0.00,213.64,0.00
103.160.204.235,4,4,0.00,213.79,0.00
103.160.204.66,4,4,0.00,214.14,0.00
