IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
152.70.93.121,4,4,0.00,40.02,0.00
130.162.131.8,4,4,0.00,40.22,0.00
130.162.141.8,4,4,0.00,40.24,0.00
130.162.159.6,4,4,0.00,40.28,0.00
130.162.142.142,4,4,0.00,40.71,0.00
130.162.151.183,4,4,0.00,42.06,0.00
140.238.28.164,4,4,0.00,51.55,0.00
146.56.147.46,4,4,0.00,52.32,0.00
152.70.92.11,4,4,0.00,54.21,0.00
132.145.112.251,4,4,0.00,63.35,0.00
