IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
131.186.25.177,4,4,0.00,45.27,0.00
193.123.246.99,4,4,0.00,45.47,0.00
131.186.31.90,4,4,0.00,46.10,0.00
131.186.18.243,4,4,0.00,48.87,0.00
193.122.127.249,4,4,0.00,50.39,0.00
131.186.23.94,4,4,0.00,54.98,0.00
132.145.91.97,4,4,0.00,56.32,0.00
132.145.84.197,4,4,0.00,56.34,0.00
132.226.234.96,4,4,0.00,58.52,0.00
132.226.237.72,4,4,0.00,60.13,0.00
