IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
146.56.147.46,4,4,0.00,38.71,0.00
130.162.151.183,4,4,0.00,39.48,0.00
193.122.112.97,4,4,0.00,39.58,0.00
146.56.161.190,4,4,0.00,39.70,0.00
130.162.136.65,4,4,0.00,39.99,0.00
146.56.39.235,4,4,0.00,39.99,0.00
130.162.159.4,4,4,0.00,40.35,0.00
131.186.20.197,4,4,0.00,40.39,0.00
132.226.237.72,4,4,0.00,40.77,0.00
130.162.142.142,4,4,0.00,40.84,0.00
