IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
130.162.131.8,4,4,0.00,41.82,0.00
130.162.141.8,4,4,0.00,43.27,0.00
130.162.151.183,4,4,0.00,43.74,0.00
146.56.46.211,4,4,0.00,44.71,0.00
140.238.28.164,4,4,0.00,45.67,0.00
132.226.237.72,4,4,0.00,46.41,0.00
132.226.225.245,4,4,0.00,49.73,0.00
155.248.162.18,4,4,0.00,63.32,0.00
131.186.41.209,4,4,0.00,64.61,0.00
141.147.188.21,4,4,0.00,64.92,0.00
