IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
130.162.145.94,4,4,0.00,40.42,0.00
152.70.236.219,4,4,0.00,40.61,0.00
130.162.151.183,4,4,0.00,41.41,0.00
132.226.237.72,4,4,0.00,44.13,0.00
132.226.225.245,4,4,0.00,50.66,0.00
155.248.174.72,4,4,0.00,63.18,0.00
155.248.171.103,4,4,0.00,63.27,0.00
150.230.220.141,4,4,0.00,63.32,0.00
141.147.179.193,4,4,0.00,63.40,0.00
138.2.3.83,4,4,0.00,64.38,0.00
