IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
8.211.11.66,4,4,0.00,245.99,0.00
8.209.73.188,4,4,0.00,254.54,0.00
8.209.66.219,4,4,0.00,254.64,0.00
8.209.66.211,4,4,0.00,254.74,0.00
8.209.66.164,4,4,0.00,254.94,0.00
8.211.8.70,4,4,0.00,255.67,0.00
8.211.2.134,4,4,0.00,258.30,0.00
8.209.66.103,4,4,0.00,261.20,0.00
8.211.2.66,4,4,0.00,272.38,0.00
8.211.3.185,4,4,0.00,283.65,0.00
