IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
146.56.46.211,4,4,0.00,52.19,0.00
132.226.237.72,4,4,0.00,56.47,0.00
138.2.0.40,4,4,0.00,67.11,0.00
132.226.225.245,4,4,0.00,71.82,0.00
131.186.40.115,4,4,0.00,72.32,0.00
131.186.35.5,4,4,0.00,73.61,0.00
64.110.89.50,4,4,0.00,74.86,0.00
155.248.164.185,4,4,0.00,74.99,0.00
150.230.210.36,4,4,0.00,75.31,0.00
150.230.203.46,4,4,0.00,75.34,0.00
