IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
43.163.248.2,4,4,0.00,58.67,0.00
43.153.146.3,4,4,0.00,79.64,0.00
8.219.173.12,4,4,0.00,84.65,0.00
43.128.103.198,4,4,0.00,152.41,0.00
8.208.21.208,4,4,0.00,220.39,0.00
8.209.110.145,4,4,0.00,220.56,0.00
8.208.10.169,4,4,0.00,220.64,0.00
8.208.26.32,4,4,0.00,221.66,0.00
8.208.21.31,4,4,0.00,221.95,0.00
43.153.47.209,4,4,0.00,222.95,0.00
