IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
47.240.31.5,4,4,0.00,61.76,0.00
47.245.2.84,4,4,0.00,66.54,0.00
47.74.54.34,4,4,0.00,66.72,0.00
47.245.12.117,4,4,0.00,71.19,0.00
47.245.11.230,4,4,0.00,71.40,0.00
47.74.57.1,4,4,0.00,71.56,0.00
47.74.61.146,4,4,0.00,71.76,0.00
47.74.50.122,4,4,0.00,71.95,0.00
47.74.48.55,4,4,0.00,73.02,0.00
47.245.9.18,4,4,0.00,73.84,0.00
