IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
158.101.90.182,4,4,0.00,106.69,0.00
129.154.210.82,4,4,0.00,108.66,0.00
146.56.188.200,4,4,0.00,120.47,0.00
130.61.236.238,4,4,0.00,195.84,0.00
150.230.7.252,4,4,0.00,196.40,0.00
130.61.170.25,4,4,0.00,207.86,0.00
138.2.18.190,4,4,0.00,211.72,0.00
130.61.114.196,4,4,0.00,212.11,0.00
130.61.114.76,4,4,0.00,212.73,0.00
130.61.18.196,4,4,0.00,212.86,0.00
