IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
185.22.187.172,4,4,0.00,253.98,0.00
78.188.38.174,4,4,0.00,255.40,0.00
185.195.255.90,4,4,0.00,272.67,0.00
185.195.255.2,4,4,0.00,272.75,0.00
185.195.255.11,4,4,0.00,274.11,0.00
79.98.129.165,4,4,0.00,274.18,0.00
185.195.255.14,4,4,0.00,283.59,0.00
212.12.151.85,4,3,0.25,338.61,0.00
212.12.151.120,4,3,0.25,338.69,0.00
89.252.168.241,4,1,0.75,432.21,0.00
