IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
8.210.55.134,4,4,0.00,56.67,0.00
47.74.57.1,4,4,0.00,74.36,0.00
47.245.3.226,4,4,0.00,74.44,0.00
47.245.8.47,4,4,0.00,74.54,0.00
47.245.15.101,4,4,0.00,75.74,0.00
47.74.48.55,4,4,0.00,79.87,0.00
47.245.53.177,4,4,0.00,80.38,0.00
8.219.201.245,4,4,0.00,84.17,0.00
8.219.158.195,4,4,0.00,84.39,0.00
8.219.100.155,4,4,0.00,87.81,0.00
