IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
202.81.231.234,4,4,0.00,48.60,0.00
185.224.171.147,4,4,0.00,59.78,0.00
210.3.205.142,4,4,0.00,85.40,0.00
152.32.239.228,4,4,0.00,199.41,0.00
103.160.204.44,4,4,0.00,228.67,0.00
103.160.204.252,4,4,0.00,229.62,0.00
103.160.204.147,4,4,0.00,229.62,0.00
103.160.204.158,4,4,0.00,230.28,0.00
103.160.204.223,4,4,0.00,230.36,0.00
103.160.204.54,4,4,0.00,231.00,0.00
