IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
132.226.237.72,4,4,0.00,40.98,0.00
130.162.142.142,4,4,0.00,42.80,0.00
146.56.39.235,4,4,0.00,42.83,0.00
193.123.249.199,4,4,0.00,43.44,0.00
130.162.141.8,4,4,0.00,44.64,0.00
146.56.46.211,4,4,0.00,44.68,0.00
130.162.159.6,4,4,0.00,45.14,0.00
130.162.131.8,4,4,0.00,45.18,0.00
130.162.136.65,4,4,0.00,46.12,0.00
140.238.28.164,4,4,0.00,50.43,0.00
