IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
130.162.131.8,4,4,0.00,39.43,0.00
193.122.112.97,4,4,0.00,40.39,0.00
130.162.141.8,4,4,0.00,40.96,0.00
152.70.236.219,4,4,0.00,41.44,0.00
130.162.142.142,4,4,0.00,41.64,0.00
146.56.147.46,4,4,0.00,41.67,0.00
193.122.118.249,4,4,0.00,41.75,0.00
130.162.151.183,4,4,0.00,42.78,0.00
193.123.249.199,4,4,0.00,45.37,0.00
131.186.20.197,4,4,0.00,45.44,0.00
