IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
47.245.12.117,4,4,0.00,64.23,0.00
47.245.11.230,4,4,0.00,65.00,0.00
47.245.2.84,4,4,0.00,65.04,0.00
47.245.10.142,4,4,0.00,65.73,0.00
47.91.28.22,4,4,0.00,67.78,0.00
47.245.2.20,4,4,0.00,68.80,0.00
47.245.9.18,4,4,0.00,68.94,0.00
47.245.15.101,4,4,0.00,69.14,0.00
47.245.3.226,4,4,0.00,69.72,0.00
47.74.14.156,4,4,0.00,69.98,0.00
