IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
43.130.155.110,4,4,0.00,221.91,0.00
43.130.39.36,4,4,0.00,226.05,0.00
43.130.117.247,4,4,0.00,245.22,0.00
43.130.135.8,4,4,0.00,268.08,0.00
43.130.152.119,4,3,0.25,219.47,0.00
43.130.146.172,4,3,0.25,244.70,0.00
43.130.152.81,4,2,0.50,224.09,0.00
43.130.124.215,4,2,0.50,267.99,0.00
43.153.31.207,4,1,0.75,162.20,0.00
