IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
103.160.204.89,4,4,0.00,192.56,0.00
103.160.204.125,4,4,0.00,198.42,0.00
103.160.204.156,4,4,0.00,198.55,0.00
103.160.204.251,4,4,0.00,202.39,0.00
103.160.204.5,4,4,0.00,202.45,0.00
103.160.204.66,4,4,0.00,209.59,0.00
103.160.204.107,4,4,0.00,210.08,0.00
103.160.204.30,4,4,0.00,212.63,0.00
103.160.204.27,4,4,0.00,216.10,0.00
103.160.204.217,4,4,0.00,216.35,0.00
