IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
103.160.204.171,4,4,0.00,209.81,0.00
103.160.204.74,4,4,0.00,212.85,0.00
103.160.204.26,4,4,0.00,212.86,0.00
103.160.204.246,4,4,0.00,216.08,0.00
103.160.204.148,4,4,0.00,217.95,0.00
103.160.204.139,4,4,0.00,228.40,0.00
103.160.204.224,4,4,0.00,233.56,0.00
103.160.204.47,4,4,0.00,237.12,0.00
103.160.204.210,4,4,0.00,237.19,0.00
103.160.204.206,4,4,0.00,246.81,0.00
